start time,Solar power production forecast - hourly update MWh/h,Wind power generation - hourly energy data MWh/h,Load MWh/h,Import from Russia EUR/MWh,Load CITY Wh/h,Solar power CITY MWh/h,Wind CITY MWh/h
01/01/2017 08:00,1.854,137,9613,3.952,96.13,18.54,13.7
01/01/2017 09:00,2.187,101,9806,4.327,98.06,21.87,10.1
01/01/2017 10:00,2.544,117,9950,4.385,99.5,25.44,11.7
01/01/2017 11:00,2.351,125,9990,4.48,99.9,23.51,12.5
01/01/2017 12:00,2.182,127,10088,3.767,100.88,21.82,12.7
01/01/2017 13:00,1.659,162,10355,3.802,103.55,16.59,16.2
01/01/2017 14:00,0.486,164,10675,3.815,106.75,4.86,16.4
01/01/2017 15:00,0.198,176,10853,3.941,108.53,1.98,17.6
01/01/2017 16:00,0,206,10902,3.998,109.02,0,20.6
01/01/2017 17:00,0,195,10890,3.933,108.9,0,19.5
01/01/2017 18:00,0,233,10711,3.866,107.11,0,23.3
01/01/2017 19:00,0,235,10360,4.616,103.6,0,23.5
01/01/2017 20:00,0,232,10632,5.209,106.32,0,23.2
01/01/2017 21:00,0,212,10549,4.779,105.49,0,21.2
01/01/2017 22:00,0,248,10186,5.056,101.86,0,24.8
01/01/2017 23:00,0,237,9864,5.354,98.64,0,23.7
02/01/2017 00:00,0,247,9668,5.265,96.68,0,24.7
02/01/2017 01:00,0,216,9660,4.915,96.6,0,21.6
02/01/2017 02:00,0,182,9722,4.747,97.22,0,18.2
02/01/2017 03:00,0,209,10179,4.721,101.79,0,20.9
02/01/2017 04:00,0.061,214,10989,5.577,109.89,0.61,21.4
02/01/2017 05:00,0.028,220,11463,5.859,114.63,0.28,22
02/01/2017 06:00,0.452,237,11821,5.144,118.21,4.52,23.7
02/01/2017 07:00,0.799,260,11816,5.031,118.16,7.99,26
02/01/2017 08:00,0.807,248,11762,4.977,117.62,8.07,24.8
02/01/2017 09:00,1.04,190,11780,5.01,117.8,10.4,19
02/01/2017 10:00,1.099,151,11815,4.819,118.15,10.99,15.1
02/01/2017 11:00,1.199,131,11802,4.718,118.02,11.99,13.1
02/01/2017 12:00,1.168,105,11809,4.876,118.09,11.68,10.5
02/01/2017 13:00,1.077,98,12040,4.491,120.4,10.77,9.8
02/01/2017 14:00,0.289,89,12234,4.577,122.34,2.89,8.9
02/01/2017 15:00,0.106,94,12176,5.099,121.76,1.06,9.4
02/01/2017 16:00,0,94,12080,5.383,120.8,0,9.4
02/01/2017 17:00,0,75,12030,4.826,120.3,0,7.5
02/01/2017 18:00,0,53,11908,4.542,119.08,0,5.3
02/01/2017 19:00,0,52,11498,4.744,114.98,0,5.2
02/01/2017 20:00,0,45,11614,5.255,116.14,0,4.5
02/01/2017 21:00,0,43,11446,5.173,114.46,0,4.3
02/01/2017 22:00,0,64,10998,5.405,109.98,0,6.4
02/01/2017 23:00,0,67,10676,5.512,106.76,0,6.7
03/01/2017 00:00,0,69,10480,5.559,104.8,0,6.9
03/01/2017 01:00,0,80,10408,5.476,104.08,0,8
03/01/2017 02:00,0,92,10472,5.282,104.72,0,9.2
03/01/2017 03:00,0,109,10866,5.253,108.66,0,10.9
03/01/2017 04:00,0,134,11684,5.639,116.84,0,13.4
03/01/2017 05:00,0.054,157,12164,4.908,121.64,0.54,15.7
03/01/2017 06:00,0.504,186,12498,4.925,124.98,5.04,18.6
03/01/2017 07:00,0.835,213,12423,4.968,124.23,8.35,21.3
03/01/2017 08:00,1.462,268,12380,4.638,123.8,14.62,26.8
03/01/2017 09:00,1.554,312,12355,4.383,123.55,15.54,31.2
03/01/2017 10:00,1.745,350,12390,4.229,123.9,17.45,35
03/01/2017 11:00,1.694,391,12300,4.143,123,16.94,39.1
03/01/2017 12:00,1.395,473,12381,4.143,123.81,13.95,47.3
03/01/2017 13:00,1.095,558,12425,3.855,124.25,10.95,55.8
03/01/2017 14:00,0.511,628,12643,3.631,126.43,5.11,62.8
03/01/2017 15:00,0.178,688,12675,3.78,126.75,1.78,68.8
03/01/2017 16:00,0,725,12673,3.678,126.73,0,72.5
03/01/2017 17:00,0,776,12713,3.584,127.13,0,77.6
03/01/2017 18:00,0,827,12523,3.47,125.23,0,82.7
03/01/2017 19:00,0,844,11939,3.36,119.39,0,84.4
03/01/2017 20:00,0,867,11966,3.758,119.66,0,86.7
03/01/2017 21:00,0,855,11790,4.77,117.9,0,85.5
03/01/2017 22:00,0,797,11303,5.016,113.03,0,79.7
03/01/2017 23:00,0,781,10992,4.344,109.92,0,78.1
04/01/2017 00:00,0,827,10819,4.399,108.19,0,82.7
04/01/2017 01:00,0,852,10813,4.268,108.13,0,85.2
04/01/2017 02:00,0,887,10949,4.021,109.49,0,88.7
04/01/2017 03:00,0,897,11357,3.959,113.57,0,89.7
04/01/2017 04:00,0,916,12238,4.472,122.38,0,91.6
04/01/2017 05:00,0.107,894,12652,4.371,126.52,1.07,89.4
04/01/2017 06:00,1.002,795,12991,3.828,129.91,10.02,79.5
04/01/2017 07:00,1.947,749,13030,4.19,130.3,19.47,74.9
04/01/2017 08:00,1.612,739,12964,4.516,129.64,16.12,73.9
04/01/2017 09:00,2.422,675,13016,4.586,130.16,24.22,67.5
04/01/2017 10:00,2.861,544,13102,4.709,131.02,28.61,54.4
04/01/2017 11:00,2.852,500,13164,4.695,131.64,28.52,50
04/01/2017 12:00,2.984,511,13236,4.824,132.36,29.84,51.1
04/01/2017 13:00,2.269,624,13400,4.655,134,22.69,62.4
04/01/2017 14:00,0.486,711,13709,4.729,137.09,4.86,71.1
04/01/2017 15:00,0.3,824,13833,5.109,138.33,3,82.4
04/01/2017 16:00,0,839,13789,5.274,137.89,0,83.9
04/01/2017 17:00,0,851,13808,4.888,138.08,0,85.1
04/01/2017 18:00,0,819,13674,4.763,136.74,0,81.9
04/01/2017 19:00,0,811,13122,4.767,131.22,0,81.1
04/01/2017 20:00,0,816,13231,5.387,132.31,0,81.6
04/01/2017 21:00,0,826,13002,5.933,130.02,0,82.6
04/01/2017 22:00,0,823,12505,5.753,125.05,0,82.3
04/01/2017 23:00,0,811,12255,6.282,122.55,0,81.1
05/01/2017 00:00,0,802,12071,6.366,120.71,0,80.2
05/01/2017 01:00,0,771,12055,6.111,120.55,0,77.1
05/01/2017 02:00,0,691,12224,5.879,122.24,0,69.1
05/01/2017 03:00,0,675,12647,5.778,126.47,0,67.5
05/01/2017 04:00,0,623,13450,6.258,134.5,0,62.3
05/01/2017 05:00,0.203,550,13814,6.659,138.14,2.03,55
05/01/2017 06:00,1.651,479,14042,7.978,140.42,16.51,47.9
05/01/2017 07:00,2.927,428,13946,8.179,139.46,29.27,42.8
05/01/2017 08:00,3.186,324,13945,7.626,139.45,31.86,32.4
05/01/2017 09:00,3.589,262,13962,7.965,139.62,35.89,26.2
05/01/2017 10:00,4.058,256,13991,8.466,139.91,40.58,25.6
05/01/2017 11:00,4.02,252,13885,8.466,138.85,40.2,25.2
05/01/2017 12:00,3.834,260,13771,8.596,137.71,38.34,26
05/01/2017 13:00,3.253,275,13928,8.512,139.28,32.53,27.5
05/01/2017 14:00,0.899,282,14231,12.053,142.31,8.99,28.2
05/01/2017 15:00,0.533,258,14273,16.806,142.73,5.33,25.8
05/01/2017 16:00,0.115,203,14222,18.247,142.22,1.15,20.3
05/01/2017 17:00,0,154,14197,17.594,141.97,0,15.4
05/01/2017 18:00,0,130,13965,10.189,139.65,0,13
05/01/2017 19:00,0,105,13572,8.579,135.72,0,10.5
05/01/2017 20:00,0,112,13678,8.604,136.78,0,11.2
05/01/2017 21:00,0,123,13470,7.207,134.7,0,12.3
05/01/2017 22:00,0,134,13004,6.926,130.04,0,13.4
05/01/2017 23:00,0,165,12697,7.533,126.97,0,16.5
06/01/2017 00:00,0,234,12510,7.591,125.1,0,23.4
06/01/2017 01:00,0,360,12382,7.249,123.82,0,36
06/01/2017 02:00,0,496,12380,6.911,123.8,0,49.6
06/01/2017 03:00,0,591,12535,6.684,125.35,0,59.1
06/01/2017 04:00,0,694,12783,5.964,127.83,0,69.4
06/01/2017 05:00,0.144,782,12762,5.389,127.62,1.44,78.2
06/01/2017 06:00,1.084,844,13096,4.76,130.96,10.84,84.4
06/01/2017 07:00,1.915,886,13223,4.385,132.23,19.15,88.6
06/01/2017 08:00,3.137,908,13369,4.359,133.69,31.37,90.8
06/01/2017 09:00,4.117,916,13504,4.626,135.04,41.17,91.6
06/01/2017 10:00,4.465,943,13475,4.661,134.75,44.65,94.3
06/01/2017 11:00,4.283,968,13346,4.458,133.46,42.83,96.8
06/01/2017 12:00,3.697,1002,13267,4.587,132.67,36.97,100.2
06/01/2017 13:00,3.094,1057,13395,4.173,133.95,30.94,105.7
06/01/2017 14:00,0.859,1101,13820,4.228,138.2,8.59,110.1
06/01/2017 15:00,0.361,1129,13852,4.253,138.52,3.61,112.9
06/01/2017 16:00,0,1156,13860,4.211,138.6,0,115.6
06/01/2017 17:00,0,1177,13754,4.242,137.54,0,117.7
06/01/2017 18:00,0,1189,13460,4.161,134.6,0,118.9
06/01/2017 19:00,0,1219,13051,4.087,130.51,0,121.9
06/01/2017 20:00,0,1234,13108,4.969,131.08,0,123.4
06/01/2017 21:00,0,1250,12829,4.725,128.29,0,125
06/01/2017 22:00,0,1258,12316,4.692,123.16,0,125.8
06/01/2017 23:00,0,1263,11926,5.095,119.26,0,126.3
07/01/2017 00:00,0,1263,11631,5.162,116.31,0,126.3
07/01/2017 01:00,0,1227,11418,4.966,114.18,0,122.7
07/01/2017 02:00,0,1204,11333,4.594,113.33,0,120.4
07/01/2017 03:00,0,1203,11358,4.407,113.58,0,120.3
07/01/2017 04:00,0,1198,11567,4.564,115.67,0,119.8
07/01/2017 05:00,0.218,1152,11537,4.365,115.37,2.18,115.2
07/01/2017 06:00,1.376,1104,11816,3.411,118.16,13.76,110.4
07/01/2017 07:00,2.223,1015,11848,3.414,118.48,22.23,101.5
07/01/2017 08:00,2.594,990,11822,3.589,118.22,25.94,99
07/01/2017 09:00,2.955,932,11879,3.85,118.79,29.55,93.2
07/01/2017 10:00,3.137,907,11765,3.986,117.65,31.37,90.7
07/01/2017 11:00,2.833,863,11760,3.886,117.6,28.33,86.3
07/01/2017 12:00,2.333,829,11697,3.851,116.97,23.33,82.9
07/01/2017 13:00,1.697,829,11833,3.893,118.33,16.97,82.9
07/01/2017 14:00,0.896,863,12193,3.826,121.93,8.96,86.3
07/01/2017 15:00,0.299,857,12348,4.476,123.48,2.99,85.7
07/01/2017 16:00,0,812,12392,4.748,123.92,0,81.2
07/01/2017 17:00,0,754,12301,4.458,123.01,0,75.4
07/01/2017 18:00,0,710,11953,4.324,119.53,0,71
07/01/2017 19:00,0,602,11432,4.248,114.32,0,60.2
07/01/2017 20:00,0,650,11642,5.067,116.42,0,65
07/01/2017 21:00,0,622,11479,5.637,114.79,0,62.2
07/01/2017 22:00,0,567,10992,5.512,109.92,0,56.7
07/01/2017 23:00,0,498,10580,6.008,105.8,0,49.8
08/01/2017 00:00,0,478,10325,6.14,103.25,0,47.8
08/01/2017 01:00,0,350,10160,6.078,101.6,0,35
08/01/2017 02:00,0,297,10176,5.966,101.76,0,29.7
08/01/2017 03:00,0,331,10218,5.652,102.18,0,33.1
08/01/2017 04:00,0,472,10340,5.568,103.4,0,47.2
08/01/2017 05:00,0.101,644,10316,5.261,103.16,1.01,64.4
08/01/2017 06:00,0.427,780,10568,4,105.68,4.27,78
08/01/2017 07:00,0.693,874,10618,3.764,106.18,6.93,87.4
08/01/2017 08:00,0.778,943,10637,3.786,106.37,7.78,94.3
08/01/2017 09:00,0.875,978,10714,4.071,107.14,8.75,97.8
08/01/2017 10:00,0.903,1009,10815,3.741,108.15,9.03,100.9
08/01/2017 11:00,0.873,1063,10812,3.709,108.12,8.73,106.3
08/01/2017 12:00,0.761,1141,10820,3.657,108.2,7.61,114.1
08/01/2017 13:00,0.593,1203,10948,3.567,109.48,5.93,120.3
08/01/2017 14:00,0.483,1243,11275,3.254,112.75,4.83,124.3
08/01/2017 15:00,0.165,1253,11362,3.474,113.62,1.65,125.3
08/01/2017 16:00,0.071,1253,11347,3.659,113.47,0.71,125.3
08/01/2017 17:00,0,1228,11288,3.592,112.88,0,122.8
08/01/2017 18:00,0,1184,11032,3.635,110.32,0,118.4
08/01/2017 19:00,0,1165,10654,3.717,106.54,0,116.5
08/01/2017 20:00,0,1148,10853,4.625,108.53,0,114.8
08/01/2017 21:00,0,1168,10733,5.331,107.33,0,116.8
08/01/2017 22:00,0,1156,10294,5.475,102.94,0,115.6
08/01/2017 23:00,0,1145,9926,5.588,99.26,0,114.5
09/01/2017 00:00,0,1113,9688,5.63,96.88,0,111.3
09/01/2017 01:00,0,1073,9604,5.249,96.04,0,107.3
09/01/2017 02:00,0,970,9747,5.194,97.47,0,97
09/01/2017 03:00,0,979,10148,5.183,101.48,0,97.9
09/01/2017 04:00,0,1035,11140,0.5,111.4,0,103.5
09/01/2017 05:00,0.155,1054,11650,0.5,116.5,1.55,105.4
09/01/2017 06:00,1.022,1104,11951,0.5,119.51,10.22,110.4
09/01/2017 07:00,1.653,1123,11769,0.5,117.69,16.53,112.3
09/01/2017 08:00,1.633,1080,11659,0.5,116.59,16.33,108
09/01/2017 09:00,1.727,1058,11588,0.5,115.88,17.27,105.8
09/01/2017 10:00,1.856,1023,11561,0.5,115.61,18.56,102.3
09/01/2017 11:00,1.571,1048,11492,0.5,114.92,15.71,104.8
09/01/2017 12:00,1.253,1016,11463,0.5,114.63,12.53,101.6
09/01/2017 13:00,0.916,969,11574,0.5,115.74,9.16,96.9
09/01/2017 14:00,0.674,903,11780,0.5,117.8,6.74,90.3
09/01/2017 15:00,0.298,736,11808,0.5,118.08,2.98,73.6
09/01/2017 16:00,0,587,11674,0.5,116.74,0,58.7
09/01/2017 17:00,0,480,11664,0.5,116.64,0,48
09/01/2017 18:00,0,465,11520,3.984,115.2,0,46.5
09/01/2017 19:00,0,462,11050,4.406,110.5,0,46.2
09/01/2017 20:00,0,414,11159,5.01,111.59,0,41.4
09/01/2017 21:00,0,450,10911,5.261,109.11,0,45
09/01/2017 22:00,0,537,10320,5.547,103.2,0,53.7
09/01/2017 23:00,0,568,9948,4.903,99.48,0,56.8
10/01/2017 00:00,0,532,9760,4.696,97.6,0,53.2
10/01/2017 01:00,0,559,9634,4.511,96.34,0,55.9
10/01/2017 02:00,0,594,9633,3.92,96.33,0,59.4
10/01/2017 03:00,0.003,594,10046,4.571,100.46,0.03,59.4
10/01/2017 04:00,0,638,10962,0.5,109.62,0,63.8
10/01/2017 05:00,0.25,696,11418,0.5,114.18,2.5,69.6
10/01/2017 06:00,0.736,759,11609,0.5,116.09,7.36,75.9
10/01/2017 07:00,1.123,801,11447,0.5,114.47,11.23,80.1
10/01/2017 08:00,0.936,841,11347,0.5,113.47,9.36,84.1
10/01/2017 09:00,1.277,880,11364,0.5,113.64,12.77,88
10/01/2017 10:00,1.184,922,11346,0.5,113.46,11.84,92.2
10/01/2017 11:00,1.218,930,11253,0.5,112.53,12.18,93
10/01/2017 12:00,1.267,949,11213,0.5,112.13,12.67,94.9
10/01/2017 13:00,1.105,981,11386,0.5,113.86,11.05,98.1
10/01/2017 14:00,0.666,1023,11689,0.5,116.89,6.66,102.3
10/01/2017 15:00,0.317,1066,11615,0.5,116.15,3.17,106.6
10/01/2017 16:00,0,1115,11558,0.5,115.58,0,111.5
10/01/2017 17:00,0,1113,11592,0.5,115.92,0,111.3
10/01/2017 18:00,0,1149,11412,3.809,114.12,0,114.9
10/01/2017 19:00,0,1185,10879,4.377,108.79,0,118.5
10/01/2017 20:00,0,1220,10964,4.869,109.64,0,122
10/01/2017 21:00,0,1218,10728,5.018,107.28,0,121.8
10/01/2017 22:00,0,1230,10173,5.055,101.73,0,123
10/01/2017 23:00,0,1248,9903,4.087,99.03,0,124.8
11/01/2017 00:00,0,1278,9642,3.76,96.42,0,127.8
11/01/2017 01:00,0,1296,9562,3.257,95.62,0,129.6
11/01/2017 02:00,0,1288,9675,2.854,96.75,0,128.8
11/01/2017 03:00,0.013,1305,10058,3.316,100.58,0.13,130.5
11/01/2017 04:00,0,1306,10964,0.5,109.64,0,130.6
11/01/2017 05:00,0.446,1310,11391,0.5,113.91,4.46,131
11/01/2017 06:00,1.886,1328,11743,0.5,117.43,18.86,132.8
11/01/2017 07:00,3.157,1315,11661,0.5,116.61,31.57,131.5
11/01/2017 08:00,4.365,1312,11532,0.5,115.32,43.65,131.2
11/01/2017 09:00,5.829,1312,11581,0.5,115.81,58.29,131.2
11/01/2017 10:00,6.581,1319,11601,0.5,116.01,65.81,131.9
11/01/2017 11:00,5.406,1303,11560,0.5,115.6,54.06,130.3
11/01/2017 12:00,4.834,1282,11600,0.5,116,48.34,128.2
11/01/2017 13:00,3.988,1302,11775,0.5,117.75,39.88,130.2
11/01/2017 14:00,1.215,1303,11828,0.5,118.28,12.15,130.3
11/01/2017 15:00,0.707,1325,11934,0.5,119.34,7.07,132.5
11/01/2017 16:00,0,1312,11908,0.5,119.08,0,131.2
11/01/2017 17:00,0,1284,11948,0.5,119.48,0,128.4
11/01/2017 18:00,0,1266,11778,3.529,117.78,0,126.6
11/01/2017 19:00,0,1261,11108,4.211,111.08,0,126.1
11/01/2017 20:00,0,1238,11255,4.352,112.55,0,123.8
11/01/2017 21:00,0,1246,10971,4.28,109.71,0,124.6
11/01/2017 22:00,0,1244,10508,4.053,105.08,0,124.4
11/01/2017 23:00,0,1244,10157,3.519,101.57,0,124.4
12/01/2017 00:00,0,1240,9939,2.156,99.39,0,124
12/01/2017 01:00,0,1259,9851,1.687,98.51,0,125.9
12/01/2017 02:00,0,1231,9850,1.352,98.5,0,123.1
12/01/2017 03:00,0.017,1187,10241,3.329,102.41,0.17,118.7
12/01/2017 04:00,0,1181,11224,0.5,112.24,0,118.1
12/01/2017 05:00,1.148,1173,11769,0.5,117.69,11.48,117.3
12/01/2017 06:00,3.134,1155,12036,0.5,120.36,31.34,115.5
12/01/2017 07:00,4.816,1146,11935,0.5,119.35,48.16,114.6
12/01/2017 08:00,6.325,1153,11806,0.5,118.06,63.25,115.3
12/01/2017 09:00,6.757,1162,11829,0.5,118.29,67.57,116.2
12/01/2017 10:00,6.937,1168,11785,0.5,117.85,69.37,116.8
12/01/2017 11:00,5.876,1167,11749,0.5,117.49,58.76,116.7
12/01/2017 12:00,4.875,1152,11775,0.5,117.75,48.75,115.2
12/01/2017 13:00,4.319,1130,11892,0.5,118.92,43.19,113
12/01/2017 14:00,2.931,1166,12097,0.5,120.97,29.31,116.6
12/01/2017 15:00,1.147,1159,12148,0.5,121.48,11.47,115.9
12/01/2017 16:00,0,1158,12090,0.5,120.9,0,115.8
12/01/2017 17:00,0,1147,12072,0.5,120.72,0,114.7
12/01/2017 18:00,0,1130,11848,3.743,118.48,0,113
12/01/2017 19:00,0,1096,11357,4.783,113.57,0,109.6
12/01/2017 20:00,0,1060,11407,4.863,114.07,0,106
12/01/2017 21:00,0,1033,11119,5.136,111.19,0,103.3
12/01/2017 22:00,0,1010,10567,5.373,105.67,0,101
12/01/2017 23:00,0,949,10136,5.768,101.36,0,94.9
13/01/2017 00:00,0,856,9993,5.774,99.93,0,85.6
13/01/2017 01:00,0,777,9919,5.611,99.19,0,77.7
13/01/2017 02:00,0,693,9939,5.331,99.39,0,69.3
13/01/2017 03:00,0,648,10334,5.132,103.34,0,64.8
13/01/2017 04:00,0,612,11308,0.5,113.08,0,61.2
13/01/2017 05:00,0.726,583,11781,0.5,117.81,7.26,58.3
13/01/2017 06:00,2.114,525,11999,0.5,119.99,21.14,52.5
13/01/2017 07:00,3.571,446,11786,0.5,117.86,35.71,44.6
13/01/2017 08:00,2.458,384,11673,0.5,116.73,24.58,38.4
13/01/2017 09:00,3.332,337,11684,0.5,116.84,33.32,33.7
13/01/2017 10:00,3.652,301,11675,0.5,116.75,36.52,30.1
13/01/2017 11:00,4.399,284,11628,0.5,116.28,43.99,28.4
13/01/2017 12:00,4.31,270,11615,0.5,116.15,43.1,27
13/01/2017 13:00,3.248,264,11699,0.5,116.99,32.48,26.4
13/01/2017 14:00,1.139,261,11924,0.5,119.24,11.39,26.1
13/01/2017 15:00,0.645,265,11959,0.5,119.59,6.45,26.5
13/01/2017 16:00,0,255,11830,0.5,118.3,0,25.5
13/01/2017 17:00,0,272,11754,0.5,117.54,0,27.2
13/01/2017 18:00,0,279,11535,5.1,115.35,0,27.9
13/01/2017 19:00,0,242,11024,4.357,110.24,0,24.2
13/01/2017 20:00,0,223,11097,4.828,110.97,0,22.3
13/01/2017 21:00,0,209,10845,5.086,108.45,0,20.9
13/01/2017 22:00,0,209,10273,5.194,102.73,0,20.9
13/01/2017 23:00,0,210,9851,5.3,98.51,0,21
14/01/2017 00:00,0,225,9614,5.121,96.14,0,22.5
14/01/2017 01:00,0,258,9530,4.951,95.3,0,25.8
14/01/2017 02:00,0,263,9512,4.798,95.12,0,26.3
14/01/2017 03:00,0,260,9583,4.741,95.83,0,26
14/01/2017 04:00,0,278,9845,4.629,98.45,0,27.8
14/01/2017 05:00,0.415,284,10017,3.872,100.17,4.15,28.4
14/01/2017 06:00,1.091,272,10426,3.618,104.26,10.91,27.2
14/01/2017 07:00,1.504,243,10489,3.694,104.89,15.04,24.3
14/01/2017 08:00,1.599,185,10532,3.796,105.32,15.99,18.5
14/01/2017 09:00,1.994,131,10610,4.028,106.1,19.94,13.1
14/01/2017 10:00,1.774,108,10606,4.028,106.06,17.74,10.8
14/01/2017 11:00,1.984,94,10620,3.88,106.2,19.84,9.4
14/01/2017 12:00,1.833,102,10613,3.819,106.13,18.33,10.2
14/01/2017 13:00,1.76,102,10783,3.704,107.83,17.6,10.2
14/01/2017 14:00,0.881,96,11229,3.571,112.29,8.81,9.6
14/01/2017 15:00,0.433,92,11530,4.452,115.3,4.33,9.2
14/01/2017 16:00,0,101,11604,5.141,116.04,0,10.1
14/01/2017 17:00,0,107,11496,4.827,114.96,0,10.7
14/01/2017 18:00,0,94,11193,4.141,111.93,0,9.4
14/01/2017 19:00,0,81,10687,4.268,106.87,0,8.1
14/01/2017 20:00,0,91,10882,4.977,108.82,0,9.1
14/01/2017 21:00,0,85,10767,5.116,107.67,0,8.5
14/01/2017 22:00,0,105,10275,5.247,102.75,0,10.5
14/01/2017 23:00,0,136,9937,5.453,99.37,0,13.6
15/01/2017 00:00,0,163,9670,5.42,96.7,0,16.3
15/01/2017 01:00,0,186,9535,5.011,95.35,0,18.6
15/01/2017 02:00,0,175,9553,4.685,95.53,0,17.5
15/01/2017 03:00,0.013,161,9666,4.657,96.66,0.13,16.1
15/01/2017 04:00,0.204,156,9828,5.057,98.28,2.04,15.6
15/01/2017 05:00,0.497,150,9927,4.872,99.27,4.97,15
15/01/2017 06:00,1.558,126,10251,4.128,102.51,15.58,12.6
15/01/2017 07:00,2.363,87,10318,3.916,103.18,23.63,8.7
15/01/2017 08:00,2.866,68,10509,4.336,105.09,28.66,6.8
15/01/2017 09:00,3.937,71,10670,4.365,106.7,39.37,7.1
15/01/2017 10:00,4.198,70,10742,4.394,107.42,41.98,7
15/01/2017 11:00,4.712,80,10693,4.309,106.93,47.12,8
15/01/2017 12:00,4.71,84,10662,4.227,106.62,47.1,8.4
15/01/2017 13:00,3.74,89,10736,4.012,107.36,37.4,8.9
15/01/2017 14:00,2.469,97,11222,3.947,112.22,24.69,9.7
15/01/2017 15:00,0.752,134,11488,4.309,114.88,7.52,13.4
15/01/2017 16:00,0,175,11529,5.859,115.29,0,17.5
15/01/2017 17:00,0,182,11509,5.113,115.09,0,18.2
15/01/2017 18:00,0,178,11318,4.494,113.18,0,17.8
15/01/2017 19:00,0,174,11011,4.887,110.11,0,17.4
15/01/2017 20:00,0,166,11227,5.638,112.27,0,16.6
15/01/2017 21:00,0,173,11116,5.68,111.16,0,17.3
15/01/2017 22:00,0,162,10797,6.058,107.97,0,16.2
15/01/2017 23:00,0,191,10480,6.368,104.8,0,19.1
16/01/2017 00:00,0,211,10283,6.423,102.83,0,21.1
16/01/2017 01:00,0,240,10136,6.121,101.36,0,24
16/01/2017 02:00,0,299,10237,5.919,102.37,0,29.9
16/01/2017 03:00,0.032,309,10678,5.786,106.78,0.32,30.9
16/01/2017 04:00,0,311,11627,0.5,116.27,0,31.1
16/01/2017 05:00,1.507,356,12181,0.5,121.81,15.07,35.6
16/01/2017 06:00,3.666,391,12509,0.5,125.09,36.66,39.1
16/01/2017 07:00,5.72,335,12417,0.5,124.17,57.2,33.5
16/01/2017 08:00,5.655,340,12301,0.5,123.01,56.55,34
16/01/2017 09:00,7.515,314,12211,0.5,122.11,75.15,31.4
16/01/2017 10:00,8.084,270,12261,0.5,122.61,80.84,27
16/01/2017 11:00,8.081,248,12181,0.5,121.81,80.81,24.8
16/01/2017 12:00,8.132,225,12138,0.5,121.38,81.32,22.5
16/01/2017 13:00,6.515,161,12142,0.5,121.42,65.15,16.1
16/01/2017 14:00,2.006,91,12279,0.5,122.79,20.06,9.1
16/01/2017 15:00,0.977,61,12293,2.039,122.93,9.77,6.1
16/01/2017 16:00,0.34,43,12164,5.051,121.64,3.4,4.3
16/01/2017 17:00,0,38,12154,1.65,121.54,0,3.8
16/01/2017 18:00,0,58,12069,13.007,120.69,0,5.8
16/01/2017 19:00,0,89,11642,8.044,116.42,0,8.9
16/01/2017 20:00,0,124,11698,6.497,116.98,0,12.4
16/01/2017 21:00,0,176,11432,6.297,114.32,0,17.6
16/01/2017 22:00,0,246,10982,6.149,109.82,0,24.6
16/01/2017 23:00,0,317,10666,6.297,106.66,0,31.7
17/01/2017 00:00,0,333,10407,6.213,104.07,0,33.3
17/01/2017 01:00,0,345,10333,6.021,103.33,0,34.5
17/01/2017 02:00,0,372,10410,5.936,104.1,0,37.2
17/01/2017 03:00,0,430,10769,6.042,107.69,0,43
17/01/2017 04:00,0.001,498,11772,0.5,117.72,0.01,49.8
17/01/2017 05:00,0.262,571,12230,0.5,122.3,2.62,57.1
17/01/2017 06:00,0.698,658,12434,0.5,124.34,6.98,65.8
17/01/2017 07:00,1.005,753,12212,0.5,122.12,10.05,75.3
17/01/2017 08:00,1.647,833,12068,0.5,120.68,16.47,83.3
17/01/2017 09:00,2.354,889,12017,0.5,120.17,23.54,88.9
17/01/2017 10:00,2.184,920,12066,0.5,120.66,21.84,92
17/01/2017 11:00,2.954,953,12035,0.5,120.35,29.54,95.3
17/01/2017 12:00,3.796,977,11973,0.5,119.73,37.96,97.7
17/01/2017 13:00,3.892,987,11945,0.5,119.45,38.92,98.7
17/01/2017 14:00,1.391,984,12156,0.5,121.56,13.91,98.4
17/01/2017 15:00,0.449,945,12275,0.5,122.75,4.49,94.5
17/01/2017 16:00,0.006,923,12238,0.5,122.38,0.06,92.3
17/01/2017 17:00,0,960,12194,0.5,121.94,0,96
17/01/2017 18:00,0,1029,11957,4.521,119.57,0,102.9
17/01/2017 19:00,0,1002,11389,5.31,113.89,0,100.2
17/01/2017 20:00,0,923,11478,5.687,114.78,0,92.3
17/01/2017 21:00,0,855,11080,5.845,110.8,0,85.5
17/01/2017 22:00,0,903,10591,5.894,105.91,0,90.3
17/01/2017 23:00,0,924,10143,5.914,101.43,0,92.4
18/01/2017 00:00,0,897,9931,5.832,99.31,0,89.7
18/01/2017 01:00,0,880,9853,5.462,98.53,0,88
18/01/2017 02:00,0,777,9900,5.296,99,0,77.7
18/01/2017 03:00,0.016,660,10314,5.295,103.14,0.16,66
18/01/2017 04:00,0.001,540,11245,0.5,112.45,0.01,54
18/01/2017 05:00,0.929,456,11706,0.5,117.06,9.29,45.6
18/01/2017 06:00,2.192,478,11907,0.5,119.07,21.92,47.8
18/01/2017 07:00,3.471,561,11751,0.5,117.51,34.71,56.1
18/01/2017 08:00,2.157,610,11687,0.5,116.87,21.57,61
